	Num	Sequence	Age	Class
114	115	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000000000001 00000000100000000000 00000000100000000000 00000000100000000000 00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000000001 00000000000001000000	59	0 0 0 1 0 0 0 0
115	116	00000000001000000000 01000000000000000000 00000000100000000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000000010 00000000001000000000 01000000000000000000 00000000001000000000 00000000000000000010 00000000010000000000 00000000100000000000 00000000000001000000 01000000000000000000 00000000000000000100	49	0 0 0 0 1 0 0 0
116	117	01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000100000000000 00000000010000000000 00000000010000000000 00000000000000001000 00000000010000000000 00000000010000000000 00000000000000001000 00000000010000000000 00100000000000000000	24	0 0 0 0 0 0 0 1
117	118	00000000000000000100 00000000001000000000 01000000000000000000 00000000000000000010 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000 00000000000001000000 00000000000000000100 01000000000000000000 00000000001000000000 00000000000000000100 00000000000000000010 00000000000000000010 00000000000001000000	28	0 0 0 0 0 0 1 0
118	119	00000000001000000000 01000000000000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000001000000000 00000100000000000000 00000001000000000000 00100000000000000000	28	0 0 0 0 0 0 1 0
119	120	00000000000000000001 00000000000001000000 00000000000000000010 00010000000000000000 00000000100000000000 00000100000000000000 00000100000000000000 00000001000000000000 00100000000000000000	22	0 0 0 0 0 0 0 1
120	121	00000000010000000000 01000000000000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000001000000 00000000100000000000 00000000001000000000 00000000000000000100 01000000000000000000 01000000000000000000 01000000000000000000 00000000000000000100	26	0 0 0 0 0 0 1 0
121	122	00000000100000000000 00000000100000000000 00000000100000000000 00000000000001000000 01000000000000000000 00000000000000000100 00000000000001000000 00000000000000000001 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000000000001 00000000000000000001 00000000000001000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000010000000000 00000000010000000000 00001000000000000000 00000000100000000000	35	0 0 0 0 0 0 1 0
122	123	00010000000000000000 00000000000000000100 00000000001000000000 01000000000000000000 00000000100000000000	28	0 0 0 0 0 0 1 0
123	124	00000000000000000001 00000000000100000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000000010000 00001000000000000000 00000000010000000000 00000000010000000000 00000000000001000000 00000000000010000000 00001000000000000000 00000001000000000000 00100000000000000000	20	0 0 0 0 0 0 0 1
124	125	00000000000000000001 00000000000001000000 00000000000000001000 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00100000000000000000	46	0 0 0 0 1 0 0 0
125	126	00000000000001000000 01000000000000000000 01000000000000000000 00000000000000000100 00000000100000000000 00000000000000000010 00000000000001000000 01000000000000000000 01000000000000000000 01000000000000000000 00000000000000000010 01000000000000000000 00000000000000000100 00000000100000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 01000000000000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000001 00000000100000000000 00000000000000000100 01000000000000000000 01000000000000000000 00000000100000000000	24	0 0 0 0 0 0 0 1
126	127	00000100000000000000 00010000000000000000 00000000100000000000 00000000000000010000 00001000000000000000 00000000000000001000 00000000000000010000 00001000000000000000 00000000100000000000 00001000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00100000000000000000	50	0 0 0 0 1 0 0 0
127	128	00010000000000000000 01000000000000000000 00000000100000000000 00010000000000000000	37	0 0 0 0 0 1 0 0
128	129	00010000000000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000001 00000000000000000010 00000000000000001000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000001 00000000100000000000	23	0 0 0 0 0 0 0 1
129	130	00000000000000010000 00000000000001000000 01000000000000000000 01000000000000000000 00000000100000000000 00001000000000000000 00000001000000000000 00100000000000000000	38	0 0 0 0 0 1 0 0
130	131	00000000000001000000 00000000000000010000 00000000000001000000 00000100000000000000 00000000000001000000 00000000000001000000 00000000001000000000 01000000000000000000 00000000010000000000 00000100000000000000 00000100000000000000 01000000000000000000 00000000000001000000 00000000000010000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000000100000000000 00100000000000000000	54	0 0 0 0 1 0 0 0
131	132	00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000010000000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000010000000000 00000000000000000010 00000000000001000000 00000000100000000000 00100000000000000000	21	0 0 0 0 0 0 0 1
132	133	00000000001000000000 01000000000000000000 00000000000000010000 00010000000000000000 00000000000001000000 00100000000000000000	32	0 0 0 0 0 0 1 0
133	134	01000000000000000000 00000000000000010000 00000100000000000000 00000000000001000000 00000000100000000000 00000000010000000000 00010000000000000000 00000000000000001000 00010000000000000000 00000001000000000000 00001000000000000000	26	0 0 0 0 0 0 1 0
134	135	00000000000000000100 00000000000000000001 00000000000001000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000 00000100000000000000 00000000000010000000 00100000000000000000	21	0 0 0 0 0 0 0 1
135	136	00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00000010000000000000 00000000010000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000000000010000 00000000010000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000 00000000100000000000 00000000100000000000	31	0 0 0 0 0 0 1 0
136	137	00000000000000010000 00000000010000000000 00000000010000000000 00000000010000000000 00000000010000000000 00000000100000000000 00000000000000000100 00000000000000000100 01000000000000000000 00000000000000010000 00000000000000000010 00000000000000000001 00000000000001000000 00000000000000000001 00000000100000000000 00100000000000000000	32	0 0 0 0 0 0 1 0
137	138	00000000010000000000 00000000000001000000 00000000000000000001 00000000000001000000 01000000000000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
138	139	01000000000000000000 00000000000001000000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000100000000000 00100000000000000000	24	0 0 0 0 0 0 0 1
139	140	00010000000000000000 00000000000000000001 00000000000100000000 01000000000000000000 00000000010000000000 00000000010000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000100000000000 00000000010000000000 00000000100000000000	29	0 0 0 0 0 0 1 0
140	141	00010000000000000000 00000000000000100000 00000000100000000000 00000000000000000001 00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000	59	0 0 0 1 0 0 0 0
141	142	00000000000010000000 00000000000001000000 01000000000000000000 00000000001000000000 00000010000000000000 00000000000000000100 01000000000000000000 00000000000000000010 00100000000000000000	39	0 0 0 0 0 1 0 0
142	143	00000000000000000001 00000000000000000001 00000000000001000000 00000000000000010000 00000000000001000000 00000000100000000000 00010000000000000000 00000000100000000000 00010000000000000000 00000000100000000000 00010000000000000000 00000000100000000000 01000000000000000000 00000000001000000000 00000000100000000000 00000000000000000010 00100000000000000000	36	0 0 0 0 0 1 0 0
143	144	01000000000000000000 00000000001000000000 00000000000000000100 00000000000000000100 00000000001000000000 01000000000000000000 00000000100000000000 01000000000000000000 00000000001000000000 00000000100000000000 00000000000001000000 00000000100000000000 00000001000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000001000000000000 00100000000000000000	60	0 0 0 1 0 0 0 0
144	145	00000000010000000000 00000000010000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000001000000000 00000000000000000010 00000000000000000001	22	0 0 0 0 0 0 0 1
145	146	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000000000100 00000000100000000000 00000000000001000000 01000000000000000000 00000000010000000000 00000000100000000000	26	0 0 0 0 0 0 1 0
146	147	00010000000000000000 00000001000000000000 00000000000001000000 00100000000000000000	34	0 0 0 0 0 0 1 0
147	148	00001000000000000000 00000000100000000000 00001000000000000000 00000000100000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000000000000010 00001000000000000000 00000000000000000010 00010000000000000000 00000000100000000000 00001000000000000000 00000000100000000000 00000001000000000000 00100000000000000000	31	0 0 0 0 0 0 1 0
148	149	00010000000000000000 00000000010000000000 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000010 00000000001000000000 00000100000000000000	31	0 0 0 0 0 0 1 0
149	150	00000000001000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000000001000000 00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000 00000000000000001000 00000000000000000010 00000000000000010000 00000000000001000000 01000000000000000000 00000000000000000010 00000000100000000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000001000000000 00000000100000000000	32	0 0 0 0 0 0 1 0
150	151	01000000000000000000 00000000000000000010 00000000000000010000 00000000010000000000 00000000010000000000 00000000010000000000 00000000100000000000 00000000000001000000 00000000100000000000 00000000000001000000 00000000100000000000 00000000000001000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000001000000 00000000100000000000 00100000000000000000	43	0 0 0 0 0 1 0 0
151	152	00000000000010000000 00000000000001000000 00000000000000000010 01000000000000000000 00000000000000000001 00000000010000000000 00000000010000000000 00000000100000000000 00100000000000000000	35	0 0 0 0 0 0 1 0
152	153	00000000010000000000 00000100000000000000 00000000000100000000 00000000000000000001 00000000000001000000 00000000000001000000 00100000000000000000	29	0 0 0 0 0 0 1 0
153	154	00000000000000001000 00000000010000000000 00000000000000000010 00000100000000000000 00000100000000000000 00000100000000000000	25	0 0 0 0 0 0 0 1
154	155	00010000000000000000 00000001000000000000 00010000000000000000 00000000000000000001 00000000000001000000 00000000100000000000 01000000000000000000 00000000000000000100 00000000000000000010 01000000000000000000 00000000000001000000 00000000000001000000 00000000100000000000 00000100000000000000	27	0 0 0 0 0 0 1 0
155	156	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000000000001 00000100000000000000 00000100000000000000	28	0 0 0 0 0 0 1 0
